"source","entry","year"
"other","Lieutenant Gen. Richard Taylor memorial (1994) outside Pleasant Hill American Legion Hall[291]",1994
"other","Maryland State Monument (1994). Honors Maryland soldiers on both the Union and Confederate sides.",1994
"other","Red River Campaign memorial (1994)[292]",1994
"other","Selmer: Confederate Memorial (1994)",1994
"other","Martin, David G. (1995). Confederate Monuments at Gettysburg. Da Capo Press. ISBN 978-0938289487.",1995
"other","Savannah: Confederate Monument (1995)",1995
"other","Dexter: Frenchman's Spring Monument (1996). A natural gathering place for soldiers. In July 1861, 2,000 soldiers from 15 southeast Missouri counties met to organize as the First Division, Missouri State Guard – the pro-Confederate state militia, known as the Swamp Fox Brigade.",1996
"other","Smithville: Confederate War Memorial (1996)[120]",1996
"other","Smithville: DeKalb County Confederate Monument (1996)",1996
"other","Gelbert, Doug (1997). Civil War sites, memorials, museums, and library collections : a state-by-state guidebook to places open to the public. Jefferson, North Carolina: McFarland & Co. ISBN 0786403195.",1997
"other","Roanoke: Shelby's Homecoming Monument (1997)",1997
"other","Savage, Kirk (1997). Standing Soldiers, Kneeling Slaves: Race, War, and Monument in Nineteenth-century America. Princeton, NJ: Princeton University Press. ISBN 978-0691009476. OCLC 36470304.",1997
"other","As of June 29, 2020[update], there is at least one known public monument of a confederate soldier in Michigan. It is located in Allendale, Michigan, a town in Ottawa County. A part of the Veterans Garden of Honor (1998) which features nine life sized statues of soldiers from various wars, the statue in question depicts a union soldier and a confederate soldier back to back with a young slave at their feet holding a plaque reading ""Freedom to Slaves,"" and the date January 5, 1863.[336]",1998
"other","Covington: Nathan Bedford Forrest Memorial, Tipton County Museum (1998)[399]",1998
"other","Lt. Gen. James Longstreet Equestrian Statue (1998)",1998
"other","Donaldsonville: Fort Butler Memorial (1999)",1999
"other","Holliday: Stonewall Jackson Camp 249 Monument (1999)",1999
"other","Gary W. Gallagher; Alan T. Nolan (2000). The Myth of the Lost Cause and Civil War History. Indiana University Press. ISBN 978-0253338228.",2000
"other","Tazewell: Confederate memorial (2000) honoring unknown Confederate dead; located in Irish Memorial Cemetery.[399]",2000
"other","Brookline: Missouri State Guard Monument (2001)",2001
"other","Confederate Monument (2001): ""Confederate Veterans Memorial honoring those from Dickson County who served the CSA.""",2001
"other","East Beauregard Elementary School (2001)",2001
"other","Lafayette: Macon County Confederate Monument (2001)",2001
"other","Richardson, William D.; McNinch-Su, Ron (2001). Martinez, J. Michael (ed.). Confederate Symbols in the Contemporary South. University Press of Florida. ISBN 978-0813021003.",2001
"other","Stephenville: Confederate Soldiers' Monument (2001), Erath County Courthouse[505]",2001
"other","Alachua: Confederate monument, Newnansville Cemetery (2002) by the Alachua Lions Club[194]",2002
"other","Blight, David W. (2002). Beyond the Battlefield: Race, Memory, and the American Civil War. University of Massachusetts Press. ISBN 978-1558493612.",2002
"other","Blight, David W. (2002). Race and Reunion: The Civil War in American Memory. Belknap Press. ISBN 978-0674008199.",2002
"other","Comanche: Confederate Soldiers' Monument (2002), Comanche County Courthouse[463]",2002
"other","Freeman's Battery (2002)",2002
"other","White Springs: Confederate monument and large flag, along Interstate 75 (2002)[203]",2002
"other","Cox, Karen L. (2003). Dixie's Daughters: The United Daughters of the Confederacy and the Preservation of Confederate Culture. University Press of Florida. ISBN 978-0813028125.",2003
"other","Fox's Gap, Frederick County, Maryland: North Carolina Monument (2003):  The monument is a life sized bronze figure of a wounded Confederate color bearer on a base of black granite. It was created by sculptor Gary Casteel for the Living History association of Mecklinburg, North Carolina, and unveiled on October 18, 2003. It is dedicated to all the North Carolina troops who fought in the Battle of South Mountain.  Fox's Gap is the southernmost battlefield of the Battle of South Mountain.  The property is owned by the Central Maryland Heritage League, a battlefield protection group.[321]",2003
"other","North Carolina Memorial at Fox's Gap (2003)",2003
"other","Robert E. Lee Statue at Antietam Creek, Antietam National Battlefield (2003)[316] The statue is attempting to be removed by legislation through H.R.970 (2019)[317] and the National Park Service acknowledges the inaccuracies of the statue and educates those in the park accordingly.",2003
"other","Rock Island: UDC obelisk (2003), Rock Island Confederate Cemetery. Dedicated to Confederate soldiers who died at Rock Island Military Prison[241]",2003
"other","SCV Memorial to Confederate soldiers (2003), Confederate Cemetery, adjoining the City Cemetery""[399]",2003
"other","Waynesboro: Confederate Monument (2003)",2003
"other","Brown, Thomas J. (2004). The Public Art of Civil War Commemoration: A Brief History with Documents. Bedford/St. Martin's. ISBN 978-0312397913.",2004
"other","Cookeville: Confederate Memorial, Cookeville Cemetery (2004)[399]",2004
"other","Dyersburg: Confederate monument (2004), Old City Cemetery[399]",2004
"other","McMinnville: Warren County Civil War Memorial (2004)[399]",2004
"other","Wynnewood: Confederate Soldier monument (2004)[385]",2004
"other","Bloomfield:[256] Confederate Invasion of Iowa Monument (2005)[257]",2005
"other","Neff, John R. (2005). Honoring the Civil War Dead: Commemoration and the Problem of Reconciliation. University Press of Kansas. ISBN 978-0700613663.",2005
"other","Springfield: UDC/SCV monument (2005), Camp Butler National Cemetery. Dedicated to Confederate soldiers who died at Camp Butler.[242]",2005
"other","Hardy, Michael C. (2006). Remembering North Carolina's Confederates. Arcadia. ISBN 978-0738542973.",2006
"other","Obion: Obion Veterans Memorial, honoring those who were killed in service and were MIA-POW in Civil War, World Wars I & II, Korea, Vietnam, Desert Storm, Afghanistan and Iraq (2006)[399]",2006
"other","St. Cloud: Confederate monument, Veterans Park (2006)[190]",2006
"other","Bentonsport: Monument to Lawrence Sullivan Ross (2007), Iowa's only Confederate general[256]",2007
"other","Clark County: Near Ridgefield is Jefferson Davis Park (2007), established by the SCV to hold the Jeff Davis Highway markers from Blaine and Vancouver. Flags of the Confederacy are also displayed there.[551][552]",2007
"other","Morton's Battery (2007)",2007
"other","Perry: Confederate monument, Taylor County Sports Complex (2007)[184][185]",2007
"other","Memorial to the 20th Tennessee Volunteer Infantry (2008), in Beechgrove Confederate Cemetery.[399]",2008
"other","Benton: Confederate memorial (2009)[399]",2009
"other","Johnson, Kristina Dunn (2009). No Holier Spot of Ground: Confederate Monuments & Cemeteries of South Carolina. The History Press. ISBN 978-1596293977.",2009
"other","Waverly: CSA Gen. Joseph O. Shelby Statue (2009).",2009
"other","Wilson, Charles (2009). Baptized in Blood: The Religion of the Lost Cause, 1865–1920 (2nd ed.). University of Georgia Press. ISBN 978-0820334257.",2009
"other","Anderson: Confederate Memorial Plaza (2010).[512] The plaza beside the Grimes County courthouse flies a Confederate flag behind a gate with metal lettering reading ""Confederate Memorial Plaza."" A metal statue depicts one of several Grimes County residents who fought with the 4th Texas volunteer infantry brigade in Virginia.[447]",2010
"other","Dade City: Confederate memorial, Townsend House Cemetery (2010)[197]",2010
"other","Quincy: Confederate memorial, Soldiers Cemetery within Eastern Cemetery, part of the town's National Register Historic District (2010). The memorial also notes the restoration of the historic fence.[186][187]",2010
"other","Trenton: Confederate monument, across from Gilchrist County Courthouse in Veterans' Park (2010)[192]",2010
"other","Rutherford County Confederate Veterans Memorial (2011)",2011
"other","Confederate Veterans Memorial (2012) ""honoring gallant soldiers, veterans and their families.""[399]",2012
"other","Socorro: Confederate monument (2012) entitled Victory Awaits You[358]",2012
"other","Trimble: Cemetery Ridge Memorial Plaza, honoring Merion Spence Parks and Williams Hamilton Parks II, members of UDC and SCV respectively (2012)[399]",2012
"other","Confederate Monument (2013) at Rose Hill Cemetery[380]",2013
"other","Culp Brothers Memorial (2013), Gary Casteel, sculptor, near entrance Gettysburg Heritage Center. Honors brothers who fought on opposite sides: Confederate Private Wesley Culp and Union Lieutenant William Culp (""Brother against Brother"").[389]",2013
"other","Palestine: Confederate Veterans Memorial Plaza (2013), funded by the Sons of the Confederate Veterans[525]",2013
"other","USNS Maury (T-AGS-66) (2013), named for Matthew Fontaine Maury, was renamed USNS Marie Tharp for oceanographer Marie Tharp in 2023.[95]",2013
"other","Hagler, Gould B. Jr. (2014). Georgia's Confederate Monuments: In Honor of a Fallen Nation. Mercer University Press. ISBN 978-0881464665.",2014
"other","Lees, William B.; Gaske, Frederick P. (2014). Recalling Deeds Immortal: Florida Monuments to the Civil War. University Press of Florida. ISBN 978-0813049960.",2014
"other","Brown, Thomas J. (2015). Civil War Canon: Sites of Confederate Memory in South Carolina. University of North Carolina Press. ISBN 978-1469620954.",2015
"other","Cleburne: Cleburne Monument (2015) Confederate Arch (1922)",2015
"other","As of 24 June 2020[update], there are at least 105 public spaces with Confederate monuments in Tennessee. The Tennessee Heritage Protection Act (2016) and a 2013 law restrict the removal of statues and memorials.[43]",2016
"other","Brandenburg: Confederate monument (2016) removed from Louisville[258] Armed protesters surrounded the monument to prevent its removal in June 2020.[259]",2016
"other","Janney, Caroline E. (2016). Remembering the Civil War: Reunion and the Limits of Reconciliation. University of North Carolina Press. ISBN 978-1469629896.",2016
"other","Hood's Texas Brigade, a monument ""to memorialize those [who] fought for the Confederacy"".[448] ""The monument includes a depiction of a Confederate soldier, quotes by Confederate leaders, a flag of the Confederacy and the Confederate battle flag.""[449] These are the only Confederate flags currently (2017) visible in the Capitol.[450] Representative Eric Johnson has called for its removal.[449]",2017
"other","Johnston High School: Named for Albert Sidney Johnston, Confederate general killed in the Battle of Shiloh. The school closed in 2008; Eastside Memorial High School is now (2017) at that location.[535]",2017
"other","Moltke-Hansen, David (2017). ""Honoring the Confederate Defeat the Georgia Way"". Georgia Historical Quarterly. Vol. 101, no. 1. pp. 1–23.",2017
"other","Robert E. Lee Statue at Antietam Creek, Antietam National Battlefield (2003)[316] The statue is attempting to be removed by legislation through H.R.970 (2019)[317] and the National Park Service acknowledges the inaccuracies of the statue and educates those in the park accordingly.",2019
"south_carolina","Hampton County (1878)",1878
"south_carolina","In August 2017, ""a coalition of Columbia-area groups is calling for the S.C. Legislature to remove several monuments on the State House grounds.""[3]South Carolina's Confederate Dead (1879), also known as the South Carolina Soldiers Monument.[4] It was unveiled before a crowd of 15,000.[5] The monument was largely destroyed by lightning in 1882, but was replaced by the state two years later.[5] It is positioned on the northern end of the State House grounds. After a decision by the Legislature to remove the Confederate flag from the dome of the State House, where it had flown since 1962, the monument flew a traditional version of the Confederate Battle Flag from 2000 to 2015; the flag was the subject of protests and national level political debate.[6][7] In 2015 it was removed by a 2/3 vote of both houses of the Legislature.[8] It is displayed in the South Carolina Confederate Relic Room & Military Museum.",1879
"south_carolina","Darlington: Monument to the Confederate Dead (1880)",1880
"south_carolina","Newberry Confederate Monument (1880)",1880
"south_carolina","Confederate War Memorial (1883)[1]",1883
"south_carolina","Lexington: Lexington Confederate Monument (1886)",1886
"south_carolina","City of Kershaw (1888)",1888
"south_carolina","Defenders of State Sovereignty Monument (1891)",1891
"south_carolina","Greenville: Confederate Monument (1892)",1892
"south_carolina","Confederate Monument (1893)",1893
"south_carolina","Loyal slaves monument (1896). Local cotton mill owner Samuel E. White and the Jefferson Davis Memorial Association dedicated the memorial to honor the ""faithful slaves who loyal to a sacred trust toiled for the support of the army with matchless devotion and sterling fidelity guarded our defenceless homes, women and children during the struggle for the principles of our Confederate States of America.""[22] ""Two opposing sides of the 13-foot-tall marble monument feature bas-relief carvings depicting enslaved blacks, including a 'mammy' figure cradling a white baby and a black man cutting wheat."" The main speaker at the dedication was Polk Miller, a white defender of slavery, who in his remarks ""pitted what he called the 'uppity,' turn-of-the-century African American against the 'negro of the good old days gone-by,' suggesting emancipation had been an unfortunate development.""[23]  This monument is seen as an example of the Lost Cause of the Confederacy movement.[23] See also Heyward Shepherd monument.",1896
"south_carolina","Bamberg County (1897)",1897
"south_carolina","Catawba Indian Monument (1900)",1900
"south_carolina","Edgefield Confederate Monument (1900)",1900
"south_carolina","Aiken: Confederate Memorial (1901)[1]",1901
"south_carolina","Monument to Henry Timrod (1901), ""author of poetic paeans to the Confederacy"": ""Sleep martyrs, of a fallen cause."".[20]",1901
"south_carolina","Winnsboro: Confederate Memorial (1901)",1901
"south_carolina","Lee County (1902)",1902
"south_carolina","Greenwood: Confederate Monument (1903)[14]",1903
"south_carolina","Marion: Marion Monument ""To the Dead and Living Confederate Veterans"" (1903)",1903
"south_carolina","Statue of General Pierre Beauregard (1904).",1904
"south_carolina","Abbeville Confederate Monument (1906)[16]",1906
"south_carolina","Wade Hampton III Confederate Monument (1906),[1] 16-foot bronze equestrian statue, also by Frederick Ruckstull. There is also a statue of him within the Capitol.[9]",1906
"south_carolina","York: York County Confederate Monument (1906)",1906
"south_carolina","Bennettsville: Confederate Monument (1907)[1]",1907
"south_carolina","Jonesville: Confederate Monument (1907)",1907
"south_carolina","Cross Hill: Confederate Monument (1908)",1908
"south_carolina","Rock Hill: Ebenezer Confederate Monument (1908)",1908
"south_carolina","Lancaster: Our Confederate Soldiers Monument (1909)",1909
"south_carolina","Kingstree: Confederate Soldier, Williamsburg County Monument (1910)",1910
"south_carolina","Laurens Confederate Monument (1910)",1910
"south_carolina","Spartanburg: Confederate Soldier Monument (1910)",1910
"south_carolina","Walhalla: ""Our Confederate Dead"" Monument (1910)",1910
"south_carolina","Richard Kirkland Memorial Fountain (1911)[1]",1911
"south_carolina","Walterboro: Confederate Monument (1911)",1911
"south_carolina","Monument to the South Carolina Women of the Confederacy (1912),[1] a bronze monument by Frederic W. Ruckstull.[4]",1912
"south_carolina","Bishopville: Lee County Monument to the Confederate Dead at Lee County Courthouse (1913)[13]",1913
"south_carolina","Manning: Confederate Monument (1914)",1914
"south_carolina","St. Matthews: ""Lest We Forget"" Monument (1914)",1914
"south_carolina","Union: Union County Confederate Memorial (1917)",1917
"south_carolina","Gaffney: Cherokee County Confederate Monument (1922)[24]",1922
"south_carolina","First Secession Meeting Columns Monument (1927)[1]",1927
"south_carolina","Prosperity: Confederate Veterans Monument (1928)",1928
"south_carolina","Georgetown: Confederate Monument (1929) at Battery White[25]",1929
"south_carolina","Seneca: UDC Memorial Gateway (1933) dedicated to Confederate soldiers at entrance to Mountain View Cemetery[26]",1933
"south_carolina","Williamston: Confederate Monument (1942)",1942
"south_carolina","Westminster Confederate Monument (1980)",1980
"south_carolina","The state restricted the removal of memorials and statues with the South Carolina Heritage Act (2000), which states that ""no historical monument can be altered or moved without a two-thirds vote in both chambers of the state's General Assembly"".[2]",2000
"south_carolina","Confederate Flag and Monument (2001)",2001
"south_carolina","Salem Confederate Monument (2004)",2004
"south_carolina","Moncks Corner: Berkeley County Confederate Monument (2011)",2011
"virginia","Plaques (1870) of Robert E. Lee and George Washington hang on either side of the altar at Christ Church, where both were parishioners.  Following a unanimous vote of its board in 2017, the church announced the plaques would be removed in 2018 once a new location of ""respectful prominence"" is identified.[14][15][16]Robert E. Lee hitched his horse in Berryville, Virginia, while on his march to Gettysburg",1870
"virginia","Grave of Traveller, Robert E. Lee's horse (1871). Apples are regularly placed on the grave by visitors.[30]",1871
"virginia","Lancaster: Lancaster County Confederate Monument (1872)",1872
"virginia","Heathsville: Civil War Memorial, Northumberland County (1873)",1873
"virginia","Montross: Westmoreland County Confederate Monument (1876)",1876
"virginia","Confederate Dead Monument (1877).[12] Updated in 1998 with aid from the United Daughters of the Confederacy and local businesses.[13]",1877
"virginia","General Thomas J. Jackson Shaft (1888), ""On this spot fell mortally wounded Thomas J. Jackson Lt. Gen. C.S.A. May 2nd 1863""[20]",1888
"virginia","Glen Allen: J.E.B. Stuart Memorial (1888)",1888
"virginia","Jackson Memorial Boulder and Tablet (1888), placed by former members of Stonewall Jackson's staff[19]",1888
"virginia","Thomas R.R. Cobb Monument and Marker (1888)",1888
"virginia","Gloucester: Confederate Monument (1889)",1889
"virginia","Suffolk: Confederate Monument (1889), Cedar Hill Cemetery[38]",1889
"virginia","Nottoway: Confederate Monument (1893)",1893
"virginia","University of Virginia Cemetery: Confederate monument (1893), by Caspar Buberl.[9] Justin Greenlee draws a parallel between the erection of this monument, at whose dedication slavery was denied as a cause of the Civil War, and the adjacent cemetery for slaves, which was robbed of bodies for dissection in UVA's School of Medicine and Anatomy.[21]",1893
"virginia","Confederate Soldiers and Sailors Monument, Libby Hill Park (1894). Defaced with graffiti in 2015.[37]",1894
"virginia","Strasburg: Confederate Monument (1896), Strasburg Presbyterian Church Cemetery[20]",1896
"virginia","Confederate Monument (1898)",1898
"virginia","Harrisonburg: Turner Ashby Monument (1898), located on Turner Ashby Lane.[40] In 2019, the monument was vandalized ""when someone threw eggs, raw meat, and other substances on it."" In February, 2020, it was vandalized with red paint.[41]",1898
"virginia","Washington: Confederate Monument (1898)",1898
"virginia","Gloucester: Confederate Monument (1899)",1899
"virginia","Parksley: Confederate Monument (1899). Inscriptions read: ""They died for the principles upon which all true republics are founded""; ""They fought for conscience sake [ sic ] and died for right""; ""At the call of patriotism and duty, they encountered the perils of the field and were faithful even unto death."" The front of the monument gives this information: ""Erected by Harmanson-West Camp Confederate Volunteers in memory of their dead comrades from Accomack and Northampton Counties."" The monument was made by Gaddess Brothers of Baltimore of Barre granite, and is about 30 feet tall.[8]",1899
"virginia","Berryville: Confederate Memorial (1900)",1900
"virginia","Confederate Monument on Monument Terrace (1900)",1900
"virginia","Charlotte: Charlotte County Confederate Memorial (1901)",1901
"virginia","King William: To Our Soldiers of the Confederacy Monument (1901)",1901
"virginia","Palmyra: Confederate Memorial (1901)",1901
"virginia","Buchanan: Botetourt Artillery Obelisk (1902)[9]",1902
"virginia","""Lee to the Rear!"" Tablet (1903), ""Lee to the Rear! Cried the Texans. May 6, 1864""[20]",1903
"virginia","'Lee's Headquarters' monument (1903)[52]",1903
"virginia","Chesterfield: Confederate Memorial (1903)",1903
"virginia","Lee-Jackson Bivouac Shaft (1903), ""Bivouac, Lee and Jackson, night of May 1, 1863""[20]",1903
"virginia","Monument near where Stonewall Jackson's arm was buried, Wilderness, VirginiaWilderness: Monument (1903) near where Stonewall Jackson's amputated arm was buried[20]",1903
"virginia","Mount Jackson: ""Our Soldiers Cemetery"" statue (1903)",1903
"virginia","Surry: Confederate Monument (1903)",1903
"virginia","Tazewell: Confederate Memorial (1903)",1903
"virginia","Fincastle: Confederate Memorial (1904)[9]",1904
"virginia","Floyd: Confederate Monument (1904)",1904
"virginia","Marion: Confederate Monument (1904)",1904
"virginia","Amelia: Confederate Monument (1905)",1905
"virginia","Appomattox: Confederate Monument (1905)",1905
"virginia","Courtland: Confederate Monument (1905)",1905
"virginia","Louisa: Confederate Monument (1905)",1905
"virginia","Smithfield: Confederate Monument (1905)",1905
"virginia","Two monuments at Big Bethel Cemetery, within Langley Air Force Base:[25]Big Bethel UDC Monument (1905)[26]",1905
"virginia","Virginia Beach: Princess Anne County Confederate Heroes Monument (1905)",1905
"virginia","Windsor: Confederate Monument (1905)",1905
"virginia","Pulaski: In Memory of the Confederate Soldiers of Pulaski County, 1861–1865 Monument (1906)",1906
"virginia","Abingdon: Confederate Monument (1907), Frederick William Sievers, sculptor[6]",1907
"virginia","Hillsville: Confederate Monument (1907)",1907
"virginia","Buckingham: Confederate Soldiers of Buckingham County (1908)",1908
"virginia","Buckingham: Monument and cannon dedicated to the Confederate soldiers of Buckingham County. (1908)[7]",1908
"virginia","Williamsburg: Williamsburg Confederate Monument (1908)",1908
"virginia","Dinwiddie: Confederate Monument (1909)",1909
"virginia","New Market: This Rustic Pile Monument (1909)",1909
"virginia","Newport News: Confederate Soldier Monument (1909)",1909
"virginia","Old Men and Boys Monument (1909), in Petersburg National Battlefield. Text: ""This stone marks the spot where the old men and boys of Petersburg under Gen. R.E. Colston and Col. F.H. Archer 125 strong on June 9th, 1864 distinguished themselves in a fight with 1,300 Federal Cavalry under Gen. Kautz, gaining time for the defeat of the expedition. // Placed by the Petersburg Chapter U.D.C. May 1909""",1909
"virginia","Tappahannock: Essex County Confederate Monument (1909)",1909
"virginia","Bristol: Confederate Soldier Monument (1910)[9]",1910
"virginia","Emporia: Confederate Memorial (1910)",1910
"virginia","Lawrenceville: Brunswick County Confederate Monument (1910)",1910
"virginia","Rocky Mount: Confederate Monument (1910)",1910
"virginia","Bland: Confederate Monument (1911)",1911
"virginia","Franklin: Confederate Monument (1911)",1911
"virginia","Front Royal: Confederate Monument (1911)",1911
"virginia","Halifax: Confederate Memorial (1911)",1911
"virginia","Colonel James D. Nance Tablet (1912), marks where Nance was killed[20]",1912
"virginia","Mathews: Our Confederate Soldier Monument (1912)",1912
"virginia","New Castle: Confederate Monument (1912)",1912
"virginia","Sussex: Confederate Monument (1912)",1912
"virginia","Eastville: Confederate Monument (1913). ""Erected by Harmanson-West camp Confederate veterans, the daughters of the Confederacy, and the citizens of the Eastern Shore of Virginia to the soldiers of the Confederacy from Northampton and Accomack Counties. They died bravely in war, or, in peace live nobly to rehabilitate their country. A. D. 1913.""[8]",1913
"virginia","Hanover: Confederate Monument (1914)",1914
"virginia","Harrisonburg, Virginia: ""Talbot Boys"" monument (1914) at the Cross Keys battlefield, moved there from Talbot County Courthouse, Maryland, in 2022.[29]",1914
"virginia","Lebanon: Confederate Monument (1914)",1914
"virginia","Lunenburgh: Confederate Monument (1916)",1916
"virginia","Monument to CSA colonel John S. Mosby (1916)[11]",1916
"virginia","Winchester: Confederate Soldiers Monument (1916) – in front of former courthouse, now museum. Plaque reads: ""In honor of the Confederate soldiers from Winchester and Frederick County who faithfully served the South.""",1916
"virginia","Monterey: Confederate Monument (1918)",1918
"virginia","Page County Confederate Monument (1918)",1918
"virginia","Spotsylvania Courthouse: Confederate Monument (1918)",1918
"virginia","Fort Early and Jubal Early Monument (1919)",1919
"virginia","Middletown: Monument (1919) to Stephen Dodson Ramseur at entrance to Belle Grove Plantation, where he died following the Battle of Belle Grove.[34]",1919
"virginia","Stephenson: Memorial to Lieutenant Colonel Richard Snowden Andrews and Men of 1st Maryland Battery, CSA (1920)",1920
"virginia","Amherst: Amherst County Confederate Monument (1922)",1922
"virginia","Warm Springs: Confederate Memorial (1922)",1922
"virginia","Goshen Pass: Maury Memorial, stone monument marker (1923)",1923
"virginia","Mahone Monument, Battle of the Crater, Petersburg National Battlefield (1927), erected by the United Daughters of the Confederacy",1927
"virginia","Wilderness Battlefield Tablet (1927), UDC monument[20]",1927
"virginia","Culpeper County: UDC monument (1929) commemorating Confederate victory in the Battle of Brandy Station[22]",1929
"virginia","Francis H. Smith statue (1931). Smith served in the CSA for four years during his tenure at VMI.[1][32]",1931
"virginia","New Kent: Confederate Monument (1934)",1934
"virginia","Bedford: Confederate Memorial (1935)",1935
"virginia","Lee-Jackson Bivouac Tablet (1937)[20]",1937
"virginia","Stuart: Stuart Elementary School (1938)",1938
"virginia","Stonewall Jackson Elementary School (1948)",1948
"virginia","Hopewell: Confederate Memorial (1949)",1949
"virginia","Fredericksburg: Lee Hill Elementary School (1952)[1]",1952
"virginia","Texas Brigade Shaft (1964), ""'Who are you my boys?' Lee cried as he saw them gathering. 'Texas boys,' they yelled, their number multiplying each second.""[20]",1964
"virginia","UDC Monument (1964), commemorating the 100th anniversary of the Battle of Big Bethel[27]",1964
"virginia","""The Angel of Marye's Heights"" Monument, statue of Sergeant Richard Rowland Kirkland giving water to fallen union soldier. (1965)[23][24]",1965
"virginia","Lovingston: Confederate Monument (1965)",1965
"virginia","Washington-Lee Elementary School (1968)",1968
"virginia","Brigadier General Elisha F. Paxton Tablet (1980), ""In this vicinity Brig. Gen. E. F. Paxton, C.S.A. Aged 35 years, of Rockbridge County, VA. was killed on the morning of May 3, 1863 while leading his command, the Stonewall Brigade in the attack on Fairview""[20]",1980
"virginia","Berryville: Memorial (1986) and ""hitching post"" where Robert E. Lee tethered his horse, Traveller, while Lee ""paused on his march to Gettysburg"" to attended a church service[17]",1986
"virginia","Lees Corner Elementary, named for Lee family (including Robert E. Lee) as owners of Sully Plantation (1986)[49]",1986
"virginia","Gate City: Confederate Memorial (1988)",1988
"virginia","Pearisburg: Confederate Medal of Honor Monument (1995). Inscribed is the Jefferson Davis quote, ""It is a duty we owe to posterity to see that our children shall know the virtues and rise worthy of their sires.""[10]",1995
"virginia","Brandy Station: UDC monument (1998) dedicated to John Pelham[18]",1998
"virginia","Mechanicsville: Wilcox's Alabama Brigade (1999)",1999
"virginia","Powhatan: Powhatan Troop Confederate Memorial (1999)",1999
"virginia","Nickelsville: Nickelsville Spartan Band Monument (2000)",2000
"virginia","Ramseur's Brigade monument (2001)[53]",2001
"virginia","Confederate Monument (2009)",2009
"virginia","The Heights at Smith Run (2014)",2014
